id_sujet,serie,trial,item,correct,key_press,correct_response,rt,time_elapsed,test_part
3,3,8,5,1.0,2,2,418.0,640330,trial_3_8_5
3,3,8,6,1.0,7,7,379.0,640710,trial_3_8_6
3,3,8,7,1.0,8,8,324.0,641035,trial_3_8_7
3,3,9,1,1.0,6,6,1973.0,651617,trial_3_9_1
3,3,9,2,1.0,9,9,239.0,651858,trial_3_9_2
3,3,9,3,1.0,2,2,774.0,652633,trial_3_9_3
3,3,9,4,1.0,5,5,380.0,653013,trial_3_9_4
3,3,9,5,1.0,8,8,493.0,653508,trial_3_9_5
3,3,9,6,1.0,7,7,420.0,653928,trial_3_9_6
3,3,9,7,1.0,3,3,395.0,654323,trial_3_9_7
3,3,10,1,1.0,8,8,2410.0,666404,trial_3_10_1
3,3,10,2,1.0,9,9,235.0,666640,trial_3_10_2
3,3,10,3,1.0,2,2,915.0,667555,trial_3_10_3
3,3,10,4,1.0,5,5,374.0,667930,trial_3_10_4
3,3,10,5,1.0,6,6,708.0,668638,trial_3_10_5
3,3,10,6,1.0,3,3,573.0,669213,trial_3_10_6
3,3,10,7,1.0,1,1,432.0,669646,trial_3_10_7
3,3,10,8,,5,7,338.0,669985,trial_3_10_8
3,3,11,1,1.0,8,8,1223.0,680806,trial_3_11_1
3,3,11,2,1.0,5,5,591.0,681397,trial_3_11_2
3,3,11,3,1.0,4,4,878.0,682276,trial_3_11_3
3,3,11,4,1.0,2,2,753.0,683030,trial_3_11_4
3,3,11,5,1.0,6,6,667.0,683698,trial_3_11_5
3,3,11,6,1.0,9,9,571.0,684271,trial_3_11_6
3,3,11,7,1.0,1,1,373.0,684644,trial_3_11_7
3,3,11,8,1.0,3,3,304.0,684949,trial_3_11_8
3,3,12,1,1.0,8,8,3783.0,699366,trial_3_12_1
3,3,12,2,1.0,1,1,414.0,699781,trial_3_12_2
3,3,12,3,1.0,3,3,1071.0,700853,trial_3_12_3
3,3,12,4,1.0,9,9,488.0,701343,trial_3_12_4
3,3,12,5,,7,5,803.0,702148,trial_3_12_5
3,3,12,6,,5,7,509.0,702659,trial_3_12_6
3,3,12,7,1.0,6,6,699.0,703359,trial_3_12_7
3,3,12,8,1.0,4,4,555.0,703915,trial_3_12_8
3,3,12,9,1.0,2,2,596.0,704512,trial_3_12_9
3,3,13,1,1.0,1,1,1700.0,716873,trial_3_13_1
3,3,13,2,1.0,2,2,429.0,717302,trial_3_13_2
3,3,13,3,1.0,8,8,1112.0,718415,trial_3_13_3
3,3,13,4,1.0,7,7,651.0,719067,trial_3_13_4
3,3,13,5,1.0,3,3,673.0,719742,trial_3_13_5
3,3,13,6,1.0,9,9,684.0,720426,trial_3_13_6
3,3,13,7,,6,5,3372.0,723798,trial_3_13_7
3,3,13,8,,5,6,269.0,724068,trial_3_13_8
3,3,13,9,1.0,4,4,293.0,724362,trial_3_13_9
3,3,14,1,,5,8,5790.0,739803,trial_3_14_1
