id_sujet,serie,trial,item,correct,key_press,correct_response,rt,time_elapsed,test_part
2,2,3,2,1.0,7,7,785.875,418105,trial_2_3_2
2,2,3,3,1.0,8,8,1164.47,419270,trial_2_3_3
2,2,3,4,1.0,3,3,1451.56,420722,trial_2_3_4
2,2,3,5,,1,5,2695.5,423419,trial_2_3_5
2,2,4,1,1.0,5,5,1542.54,432469,trial_2_4_1
2,2,4,2,1.0,6,6,436.68,432906,trial_2_4_2
2,2,4,3,,7,9,667.525,433574,trial_2_4_3
2,2,4,4,,9,2,747.47,434322,trial_2_4_4
2,2,4,5,,2,4,1011.54,435334,trial_2_4_5
2,2,4,6,,1,7,753.55,436088,trial_2_4_6
2,2,5,1,1.0,5,5,3281.8,447882,trial_2_5_1
2,2,5,2,1.0,8,8,649.595,448532,trial_2_5_2
2,2,5,3,1.0,4,4,1577.54,450110,trial_2_5_3
2,2,5,4,,2,6,1579.46,451690,trial_2_5_4
2,2,5,5,1.0,1,1,1003.43,452694,trial_2_5_5
2,2,5,6,1.0,7,7,1515.68,454210,trial_2_5_6
2,2,5,7,,3,2,3848.26,458059,trial_2_5_7
2,2,6,1,,7,9,1857.86,468429,trial_2_6_1
2,2,6,2,,1,7,868.78,469298,trial_2_6_2
2,2,6,3,,6,1,751.55,470050,trial_2_6_3
2,2,6,4,,3,6,1669.54,471720,trial_2_6_4
2,2,6,5,,5,3,497.57,472218,trial_2_6_5
2,2,6,6,,2,4,2468.56,474687,trial_2_6_6
2,2,6,7,,8,5,3025.52,477714,trial_2_6_7
2,2,7,1,1.0,4,4,544.78,485767,trial_2_7_1
2,2,7,2,1.0,6,6,724.955,486492,trial_2_7_2
2,2,7,3,1.0,1,1,657.435,487150,trial_2_7_3
2,2,7,4,1.0,8,8,1269.45,488420,trial_2_7_4
2,2,7,5,,7,2,514.42,488935,trial_2_7_5
2,2,7,6,,2,7,1813.56,490749,trial_2_7_6
2,2,8,1,,1,5,715.74,499974,trial_2_8_1
2,2,8,2,,3,1,690.98,500666,trial_2_8_2
2,2,8,3,,9,3,1403.43,502070,trial_2_8_3
2,2,8,4,,5,6,737.515,502808,trial_2_8_4
2,2,8,5,,7,2,1011.42,503820,trial_2_8_5
2,2,8,6,,3,7,1024.44,504845,trial_2_8_6
2,2,8,7,,5,8,2905.62,507751,trial_2_8_7
2,2,9,1,,8,6,314.45,516575,trial_2_9_1
2,2,9,2,,7,8,753.575,517330,trial_2_9_2
2,2,9,3,,6,7,865.455,518196,trial_2_9_3
2,2,9,4,1.0,5,5,637.48,518834,trial_2_9_4
2,2,9,5,,1,9,685.555,519520,trial_2_9_5
2,2,9,6,,3,1,657.455,520178,trial_2_9_6
2,2,9,7,1.0,2,2,1688.52,521867,trial_2_9_7
2,2,10,1,1.0,8,8,395.21,531772,trial_2_10_1
2,2,10,2,1.0,2,2,1086.79,532859,trial_2_10_2
2,2,10,3,1.0,5,5,913.545,533773,trial_2_10_3
2,2,10,4,1.0,6,6,575.505,534349,trial_2_10_4
2,2,10,5,,2,1,1150.49,535500,trial_2_10_5
2,2,10,6,,8,4,893.575,536395,trial_2_10_6
2,2,10,7,1.0,7,7,491.39,536887,trial_2_10_7
2,2,10,8,,4,3,2655.64,539543,trial_2_10_8
2,2,11,1,1.0,9,9,374.035,549426,trial_2_11_1
2,2,11,2,1.0,2,2,871.795,550298,trial_2_11_2
2,2,11,3,1.0,4,4,851.56,551150,trial_2_11_3
2,2,11,4,1.0,5,5,1921.49,553072,trial_2_11_4
2,2,11,5,1.0,6,6,697.565,553770,trial_2_11_5
2,2,11,6,1.0,7,7,569.475,554340,trial_2_11_6
2,2,11,7,,2,1,969.615,555311,trial_2_11_7
2,2,11,8,1.0,3,3,1677.51,556989,trial_2_11_8
